Company Name,Location,Description,Batch,Context,YC URL,Contact Source
Oximy,,See and control all AI activity across your enterprise,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/oximy,https://www.ycombinator.com/companies/oximy - Check company website for contact info
Caretta,,Realtime AI for Sales Calls,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/caretta,https://www.ycombinator.com/companies/caretta - Check company website for contact info
Samora AI,,Multilingual voice agents that outperform humans,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/samora-ai,https://www.ycombinator.com/companies/samora-ai - Check company website for contact info
Human Archive,,Multimodal data provider for robotics and world modeling,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/human-archive,https://www.ycombinator.com/companies/human-archive - Check company website for contact info
Forum,,The first regulated exchange to trade on attention.,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/forum,https://www.ycombinator.com/companies/forum - Check company website for contact info
sitefire,,Marketing suite for the agentic web,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/sitefire,https://www.ycombinator.com/companies/sitefire - Check company website for contact info
Robby,,AI agents that grow revenue for home services businesses,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/robby,https://www.ycombinator.com/companies/robby - Check company website for contact info
Ressl AI,,AI Workers for Field Services,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/ressl-ai,https://www.ycombinator.com/companies/ressl-ai - Check company website for contact info
Emdash,,Open-source Agentic Development Environment,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/emdash,https://www.ycombinator.com/companies/emdash - Check company website for contact info
InventoryQuant,"San Francisco, CA, USA",We automate the inventory process in insurance,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/inventoryquant,https://www.ycombinator.com/companies/inventoryquant - Check company website for contact info
Congruent,,AI native radars for self-driving cars,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/congruent,https://www.ycombinator.com/companies/congruent - Check company website for contact info
Reframe,,"AI-native, hardware procurement marketplace",Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/usereframe,https://www.ycombinator.com/companies/usereframe - Check company website for contact info
Valence,,Unified prediction markets trading platform,Winter 2026,YC Winter 2026 startup - SaaS platform that needs product pages indexed quickly for user acquisition,https://www.ycombinator.com/companies/valence,https://www.ycombinator.com/companies/valence - Check company website for contact info
Approxima,"San Francisco, CA, USA",Your software should build itself.,Winter 2026,YC Winter 2026 startup - SaaS platform that needs product pages indexed quickly for user acquisition,https://www.ycombinator.com/companies/approxima,https://www.ycombinator.com/companies/approxima - Check company website for contact info
Traverse,,Research lab for non-verifiable work,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/traverse,https://www.ycombinator.com/companies/traverse - Check company website for contact info
Revion,,Intelligence for Automotive Operations,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/revion,https://www.ycombinator.com/companies/revion - Check company website for contact info
Maywood,,Automating the entire IB deal workflow,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/maywood,https://www.ycombinator.com/companies/maywood - Check company website for contact info
Fenrock AI,,AI agents for banking back office,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/fenrock-ai,https://www.ycombinator.com/companies/fenrock-ai - Check company website for contact info
End Close,,AI powered reconciliation for high-volume payments companies,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/end-close,https://www.ycombinator.com/companies/end-close - Check company website for contact info
Chamber,,The AIOps Agent for ML Teams,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/chamber,https://www.ycombinator.com/companies/chamber - Check company website for contact info
Patientdesk.ai,,AI front & back office agent for dental practices,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/patientdeskai,https://www.ycombinator.com/companies/patientdeskai - Check company website for contact info
Visibl Semiconductors,,AI-Native Broadcom as a Service,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/visibl-semiconductors,https://www.ycombinator.com/companies/visibl-semiconductors - Check company website for contact info
Synthetic Sciences,,Claude Code for Scientific Research,Winter 2026,YC Winter 2026 startup - Developer tool that needs API/docs pages indexed for developer discovery,https://www.ycombinator.com/companies/synthetic-sciences,https://www.ycombinator.com/companies/synthetic-sciences - Check company website for contact info
Seeing Systems,,Modular AI-Commanded Drones for Defence,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/seeing-systems,https://www.ycombinator.com/companies/seeing-systems - Check company website for contact info
Jinba,,Automate enterprise workflows through chat,Winter 2026,YC Winter 2026 startup - B2B platform that needs service pages indexed for enterprise clients,https://www.ycombinator.com/companies/jinba,https://www.ycombinator.com/companies/jinba - Check company website for contact info
Cardboard,,,Winter 2026,YC Winter 2026 startup - Startup that needs fast indexing for their website pages,https://www.ycombinator.com/companies/cardboard,https://www.ycombinator.com/companies/cardboard - Check company website for contact info
Prana,,An AI primary care doctor in your pocket,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/prana-health,https://www.ycombinator.com/companies/prana-health - Check company website for contact info
Rhizome AI,Remote,Agent Platform for Life Sciences,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/rhizome-ai,https://www.ycombinator.com/companies/rhizome-ai - Check company website for contact info
Pax Historia,,The first AI-powered grand strategy platform,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/pax-historia,https://www.ycombinator.com/companies/pax-historia - Check company website for contact info
Hex Security,,Agentic Offensive Security at Scale,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/hex-security,https://www.ycombinator.com/companies/hex-security - Check company website for contact info
Laurence,,Autonomous performance marketing,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/laurence,https://www.ycombinator.com/companies/laurence - Check company website for contact info
Terminal Use,,Vercel for background agents,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/terminal-use,https://www.ycombinator.com/companies/terminal-use - Check company website for contact info
Overshoot,,AI Infra for real-time vision applications,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/overshoot,https://www.ycombinator.com/companies/overshoot - Check company website for contact info
Cajal,,Scaling formal verification to accelerate scientific discovery,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/cajal-technologies,https://www.ycombinator.com/companies/cajal-technologies - Check company website for contact info
Proximitty,,Autonomous business loan servicing,Winter 2026,YC Winter 2026 startup - B2B platform that needs service pages indexed for enterprise clients,https://www.ycombinator.com/companies/proximitty,https://www.ycombinator.com/companies/proximitty - Check company website for contact info
Stilta,,Agentic AI for intellectual property,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/stilta,https://www.ycombinator.com/companies/stilta - Check company website for contact info
Unisson,,,Winter 2026,YC Winter 2026 startup - Startup that needs fast indexing for their website pages,https://www.ycombinator.com/companies/unisson,https://www.ycombinator.com/companies/unisson - Check company website for contact info
IncidentFox,"San Francisco, CA, USA","AI SRE agent that triages, coordinates, and fixes production incidents",Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/brownie,https://www.ycombinator.com/companies/brownie - Check company website for contact info
Compresr,,LLM context compression for better accuracy,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/compresr,https://www.ycombinator.com/companies/compresr - Check company website for contact info
Opalite Health,,Helping Healthcare Providers Speak Any Language,Winter 2026,YC Winter 2026 startup - Healthcare startup that needs their platform pages indexed for providers/patients,https://www.ycombinator.com/companies/opalite-health,https://www.ycombinator.com/companies/opalite-health - Check company website for contact info
Confluence Labs,,AI systems optimized for learning efficiency,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/confluence-labs,https://www.ycombinator.com/companies/confluence-labs - Check company website for contact info
Mango Medical,,Foundation models for planning orthopedic surgery,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/mango-medical-inc,https://www.ycombinator.com/companies/mango-medical-inc - Check company website for contact info
Sponge,,Financial infrastructure for the agent economy,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/sponge,https://www.ycombinator.com/companies/sponge - Check company website for contact info
Terranox AI,,The first AI-powered uranium discovery company,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/terranox-ai,https://www.ycombinator.com/companies/terranox-ai - Check company website for contact info
Ventura,,AI Teammates for Industrial Distributors,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/ventura,https://www.ycombinator.com/companies/ventura - Check company website for contact info
Orthogonal,,Agentic Payments for APIs,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/orthogonal,https://www.ycombinator.com/companies/orthogonal - Check company website for contact info
Perfectly,,The AI-native Recruiting Agency,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/perfectly,https://www.ycombinator.com/companies/perfectly - Check company website for contact info
Fern (Formerly Ishiki Labs),,Proactive AI assistant starting with sales,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/ishikilabs,https://www.ycombinator.com/companies/ishikilabs - Check company website for contact info
Sparkles,,Make everyone on your team an engineer,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/sparkles,https://www.ycombinator.com/companies/sparkles - Check company website for contact info
EigenPal,,AI Document Workflows for Enterprises,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/eigenpal,https://www.ycombinator.com/companies/eigenpal - Check company website for contact info
Salus,"San Francisco, CA, USA",Guardrails to validate your agent's actions before they execute,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/salus,https://www.ycombinator.com/companies/salus - Check company website for contact info
Arcline,,Startup legal work handled by elite lawyers & same-day turnaround,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/arcline,https://www.ycombinator.com/companies/arcline - Check company website for contact info
RamAIn,"San Francisco, CA, USA",AI Employees: Super-fast computer use agents,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/ramain,https://www.ycombinator.com/companies/ramain - Check company website for contact info
Milliray,,Technology to detect and track small drones,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/milliray,https://www.ycombinator.com/companies/milliray - Check company website for contact info
Beyond Reach Labs,,Space solar arrays that grow to the size of a football field in orbit,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/beyond-reach-labs,https://www.ycombinator.com/companies/beyond-reach-labs - Check company website for contact info
OctaPulse,,CV and robotics to automate quality inspection in fish farms,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/octapulse,https://www.ycombinator.com/companies/octapulse - Check company website for contact info
CodeWisp,,Anyone can create real games with AI,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/codewisp,https://www.ycombinator.com/companies/codewisp - Check company website for contact info
Ashr,,Automated Multi-Modal Testing for Agents,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/ashr,https://www.ycombinator.com/companies/ashr - Check company website for contact info
Aemon,,The Forward-Deployed AI Research Engineer,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/aemon,https://www.ycombinator.com/companies/aemon - Check company website for contact info
Luel,,Turning everyday words and actions into usable training data.,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/luel,https://www.ycombinator.com/companies/luel - Check company website for contact info
Scheduling Wizard,,Logistics infrastructure to modernize healthcare operations,Winter 2026,YC Winter 2026 startup - Healthcare startup that needs their platform pages indexed for providers/patients,https://www.ycombinator.com/companies/scheduling-wizard,https://www.ycombinator.com/companies/scheduling-wizard - Check company website for contact info
RoboDock,,Robots that run autonomous depots for autonomous fleets.,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/robodock,https://www.ycombinator.com/companies/robodock - Check company website for contact info
Skillsync,,Hire engineers based on what they’ve shipped,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/skillsync,https://www.ycombinator.com/companies/skillsync - Check company website for contact info
MouseCat,,AI-powered fraud investigations,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/mousecat,https://www.ycombinator.com/companies/mousecat - Check company website for contact info
Zatanna,,Turning all software into agent-first APIs,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/zatanna,https://www.ycombinator.com/companies/zatanna - Check company website for contact info
AutoSitu,,AI-native workspace for development plan reviews,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/autositu,https://www.ycombinator.com/companies/autositu - Check company website for contact info
Verdex,,AI Verification for Insurance,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/verdex,https://www.ycombinator.com/companies/verdex - Check company website for contact info
Cumulus Labs,,The Fastest Multimodal Inference OS,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/cumulus-labs,https://www.ycombinator.com/companies/cumulus-labs - Check company website for contact info
Tepali,,AI-native operating system for medspas,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/tepali,https://www.ycombinator.com/companies/tepali - Check company website for contact info
Palus Finance,,"40% higher yields on company cash, in under 5 minutes.",Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/palus-finance,https://www.ycombinator.com/companies/palus-finance - Check company website for contact info
21st,,Infrastructure and UI building blocks for the agentic internet,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/21st,https://www.ycombinator.com/companies/21st - Check company website for contact info
Avoice,,Harvey for Architecture,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/avoice,https://www.ycombinator.com/companies/avoice - Check company website for contact info
Kyten Technologies,,Custom Aerospace-Grade Battery Packs,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/kyten-technologies,https://www.ycombinator.com/companies/kyten-technologies - Check company website for contact info
ZeroSettle,,Drop-in Direct Billing SDK for In-App Purchases,Winter 2026,YC Winter 2026 startup - SaaS platform that needs product pages indexed quickly for user acquisition,https://www.ycombinator.com/companies/zerosettle,https://www.ycombinator.com/companies/zerosettle - Check company website for contact info
Carson,,"Carson is a desktop AI app that generates custom, sharable workspaces",Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/carson,https://www.ycombinator.com/companies/carson - Check company website for contact info
OpenSpec,,Plan mode for complex features,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/openspec,https://www.ycombinator.com/companies/openspec - Check company website for contact info
Piris Labs,,Cerebras-speed inference but scalable,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/pirislabs,https://www.ycombinator.com/companies/pirislabs - Check company website for contact info
CellType,,The agentic drug company. We simulate human biology.,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/celltype,https://www.ycombinator.com/companies/celltype - Check company website for contact info
Burt,,AI teammates for logistics,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/burt,https://www.ycombinator.com/companies/burt - Check company website for contact info
Envariant,,Interpretability and reasoning infra for foundation models.,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/envariant,https://www.ycombinator.com/companies/envariant - Check company website for contact info
Cascade,,Distilling Proprietary Intelligence,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/cascade,https://www.ycombinator.com/companies/cascade - Check company website for contact info
Beacon Health,,AI Employees for Primary Care,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/beacon-health,https://www.ycombinator.com/companies/beacon-health - Check company website for contact info
Strand AI,,Multimodal foundation models to predict uncollected patient biology,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/strand-ai,https://www.ycombinator.com/companies/strand-ai - Check company website for contact info
Clam,,Self-fixing automations for fast-moving startups built on OpenClaw,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/clam,https://www.ycombinator.com/companies/clam - Check company website for contact info
Protent,,Protent turns passive surveillance into proactive intelligence.,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/protent,https://www.ycombinator.com/companies/protent - Check company website for contact info
Cofia,,AI automations that write themselves,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/cofia,https://www.ycombinator.com/companies/cofia - Check company website for contact info
LegalOS,Remote,The AI-Native Immigration Law Firm,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/legalos,https://www.ycombinator.com/companies/legalos - Check company website for contact info
Sentrial,,Datadog for Agent Reliability,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/sentrial,https://www.ycombinator.com/companies/sentrial - Check company website for contact info
10x Science,"San Francisco, CA, USA",The AI-native platform for next-generation protein characterization.,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/10x-science,https://www.ycombinator.com/companies/10x-science - Check company website for contact info
REV1,,Claude Code for Mechanical Engineers,Winter 2026,YC Winter 2026 startup - Developer tool that needs API/docs pages indexed for developer discovery,https://www.ycombinator.com/companies/rev1,https://www.ycombinator.com/companies/rev1 - Check company website for contact info
shortkit,,Short-form video infra for consumer apps,Winter 2026,YC Winter 2026 startup - SaaS platform that needs product pages indexed quickly for user acquisition,https://www.ycombinator.com/companies/shortkit,https://www.ycombinator.com/companies/shortkit - Check company website for contact info
Asimov,Remote,Real-world human movement data for humanoid robots,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/asimov,https://www.ycombinator.com/companies/asimov - Check company website for contact info
Lexius,,AI for Corporate Security Cameras,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/lexius,https://www.ycombinator.com/companies/lexius - Check company website for contact info
Axis,,An AI Copilot for Trading Desks,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/axis-2,https://www.ycombinator.com/companies/axis-2 - Check company website for contact info
Sonarly,,Makes software self-healing,Winter 2026,YC Winter 2026 startup - SaaS platform that needs product pages indexed quickly for user acquisition,https://www.ycombinator.com/companies/sonarly,https://www.ycombinator.com/companies/sonarly - Check company website for contact info
Docura Health,,AI-Native Med-Legal Firm,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/docura-health,https://www.ycombinator.com/companies/docura-health - Check company website for contact info
Lance,,AI Agents That Run Hotel Operations.,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/lance,https://www.ycombinator.com/companies/lance - Check company website for contact info
RunAnywhere,,The default way of running on-device AI at Scale,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/runanywhere,https://www.ycombinator.com/companies/runanywhere - Check company website for contact info
Lucent,,AI that automatically improves products from user behavior,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/lucent,https://www.ycombinator.com/companies/lucent - Check company website for contact info
Ruma Care,,The operations stack for biologic infusion clinics,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/ruma-care,https://www.ycombinator.com/companies/ruma-care - Check company website for contact info
Klaus AI,,Fast and Safe OpenClaw on the cloud,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/klaus-ai,https://www.ycombinator.com/companies/klaus-ai - Check company website for contact info
Kita,,Automate credit review for lenders in emerging markets,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/kita,https://www.ycombinator.com/companies/kita - Check company website for contact info
Syntropy,,The agentic coding app for complex tasks.,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/syntropy,https://www.ycombinator.com/companies/syntropy - Check company website for contact info
One Robot,,World models for robot evals and training.,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/one-robot,https://www.ycombinator.com/companies/one-robot - Check company website for contact info
Didit,,Identity platform for fast human verification.,Winter 2026,YC Winter 2026 startup - SaaS platform that needs product pages indexed quickly for user acquisition,https://www.ycombinator.com/companies/didit,https://www.ycombinator.com/companies/didit - Check company website for contact info
Panta,,AI Native Commercial Insurance Brokerage,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/panta,https://www.ycombinator.com/companies/panta - Check company website for contact info
Payna,,AI Licensing Agent for Regulated Industries,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/payna,https://www.ycombinator.com/companies/payna - Check company website for contact info
Origin,,AI and Data for Cancer Therapeutics,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/origin-bio,https://www.ycombinator.com/companies/origin-bio - Check company website for contact info
Hlabs,,US-Made Parts for Robots,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/hlabs,https://www.ycombinator.com/companies/hlabs - Check company website for contact info
Eos AI,,Autonomous OS for healthcare,Winter 2026,YC Winter 2026 startup - Healthcare startup that needs their platform pages indexed for providers/patients,https://www.ycombinator.com/companies/eos-ai,https://www.ycombinator.com/companies/eos-ai - Check company website for contact info
Valgo,,Insurance risk layer for physical AI,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/valgo,https://www.ycombinator.com/companies/valgo - Check company website for contact info
ARC Prize Foundation,Remote,AI benchmarks that measure general intelligence and inspire new ideas,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/arc-prize-foundation,https://www.ycombinator.com/companies/arc-prize-foundation - Check company website for contact info
Corvera,,AI agent workforce for CPG back-office,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/corvera,https://www.ycombinator.com/companies/corvera - Check company website for contact info
FullSeam,,AI agents for corporate accounting teams,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/fullseam,https://www.ycombinator.com/companies/fullseam - Check company website for contact info
CatchBack Cards,,The most thrilling way to create and rip digital collectible packs,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/catchback-cards,https://www.ycombinator.com/companies/catchback-cards - Check company website for contact info
Mantis,,Digital Twins of humans,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/mantis,https://www.ycombinator.com/companies/mantis - Check company website for contact info
Haladir,,Building Operational Superintelligence.,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/haladir,https://www.ycombinator.com/companies/haladir - Check company website for contact info
ClaimGlide,,AI automated prior-auths for private medical practices,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/claimglide,https://www.ycombinator.com/companies/claimglide - Check company website for contact info
Inviscid AI,Remote,Real-time Physics Simulations for Industrial Facilities & Data Centers,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/inviscid-ai,https://www.ycombinator.com/companies/inviscid-ai - Check company website for contact info
